,plsaContext
6615,LeftTroll|Before June 9|neutral
6616,LeftTroll|Before June 9|neutral
6617,LeftTroll|Before June 9|neutral
6618,LeftTroll|Before June 9|neutral
6619,LeftTroll|Before June 9|neutral
6620,LeftTroll|Before June 9|negative
6621,LeftTroll|Before June 9|negative
6622,LeftTroll|Before June 9|positive
6623,LeftTroll|Before June 9|positive
6624,LeftTroll|Before June 9|positive
6625,LeftTroll|Before June 9|positive
6626,LeftTroll|Before June 9|positive
6627,LeftTroll|Before June 9|neutral
6628,LeftTroll|On or After June 9|positive
6629,LeftTroll|On or After June 9|positive
6630,LeftTroll|On or After June 9|neutral
6631,LeftTroll|On or After June 9|negative
6632,LeftTroll|On or After June 9|negative
6633,LeftTroll|On or After June 9|neutral
6634,LeftTroll|On or After June 9|neutral
6635,LeftTroll|On or After June 9|positive
6636,LeftTroll|On or After June 9|positive
6637,LeftTroll|On or After June 9|neutral
6638,LeftTroll|On or After June 9|positive
6639,LeftTroll|On or After June 9|neutral
6640,LeftTroll|On or After June 9|neutral
6641,LeftTroll|On or After June 9|negative
6642,LeftTroll|On or After June 9|positive
6643,LeftTroll|On or After June 9|positive
6644,LeftTroll|On or After June 9|negative
6645,LeftTroll|On or After June 9|positive
6646,LeftTroll|On or After June 9|neutral
6647,LeftTroll|On or After June 9|negative
6648,LeftTroll|On or After June 9|negative
6649,LeftTroll|On or After June 9|positive
6650,LeftTroll|On or After June 9|negative
6651,LeftTroll|On or After June 9|neutral
6652,LeftTroll|On or After June 9|positive
6653,LeftTroll|On or After June 9|positive
6654,LeftTroll|On or After June 9|neutral
6655,LeftTroll|On or After June 9|neutral
6656,LeftTroll|On or After June 9|neutral
6657,LeftTroll|On or After June 9|neutral
6658,LeftTroll|On or After June 9|positive
6659,LeftTroll|On or After June 9|negative
6660,LeftTroll|On or After June 9|neutral
6661,LeftTroll|On or After June 9|negative
6662,LeftTroll|On or After June 9|neutral
6663,LeftTroll|On or After June 9|neutral
6664,LeftTroll|On or After June 9|negative
6665,LeftTroll|On or After June 9|neutral
6666,LeftTroll|On or After June 9|negative
6667,LeftTroll|On or After June 9|neutral
6668,LeftTroll|On or After June 9|neutral
6669,LeftTroll|On or After June 9|neutral
6670,LeftTroll|On or After June 9|positive
6671,LeftTroll|On or After June 9|neutral
6672,LeftTroll|On or After June 9|positive
6673,LeftTroll|On or After June 9|negative
6674,LeftTroll|On or After June 9|neutral
6675,LeftTroll|On or After June 9|neutral
6676,LeftTroll|On or After June 9|positive
6677,LeftTroll|On or After June 9|negative
6678,LeftTroll|On or After June 9|negative
6679,LeftTroll|On or After June 9|neutral
6680,LeftTroll|On or After June 9|positive
6681,LeftTroll|On or After June 9|neutral
6682,LeftTroll|On or After June 9|neutral
6683,LeftTroll|On or After June 9|neutral
6684,LeftTroll|On or After June 9|neutral
6685,LeftTroll|On or After June 9|neutral
6686,LeftTroll|On or After June 9|negative
6687,LeftTroll|On or After June 9|neutral
6688,LeftTroll|On or After June 9|neutral
6689,LeftTroll|On or After June 9|neutral
6690,LeftTroll|On or After June 9|neutral
6691,LeftTroll|On or After June 9|negative
6692,LeftTroll|On or After June 9|positive
6693,LeftTroll|On or After June 9|positive
6694,LeftTroll|On or After June 9|positive
6695,LeftTroll|On or After June 9|positive
6696,LeftTroll|On or After June 9|positive
6697,LeftTroll|On or After June 9|neutral
6698,LeftTroll|On or After June 9|neutral
6699,LeftTroll|On or After June 9|neutral
6700,LeftTroll|On or After June 9|negative
6701,LeftTroll|On or After June 9|positive
6702,LeftTroll|On or After June 9|positive
6703,LeftTroll|On or After June 9|neutral
6704,LeftTroll|On or After June 9|neutral
6705,LeftTroll|On or After June 9|neutral
6706,LeftTroll|On or After June 9|neutral
6707,LeftTroll|On or After June 9|neutral
6708,LeftTroll|On or After June 9|neutral
6709,LeftTroll|On or After June 9|positive
6710,LeftTroll|On or After June 9|positive
6711,LeftTroll|Before June 9|positive
6712,LeftTroll|Before June 9|neutral
6713,LeftTroll|Before June 9|negative
6714,LeftTroll|Before June 9|positive
6715,LeftTroll|Before June 9|positive
6716,LeftTroll|Before June 9|positive
6717,LeftTroll|Before June 9|positive
6718,LeftTroll|Before June 9|neutral
6719,LeftTroll|Before June 9|neutral
6720,LeftTroll|Before June 9|neutral
6721,LeftTroll|Before June 9|positive
6722,LeftTroll|Before June 9|neutral
6723,LeftTroll|Before June 9|negative
6724,LeftTroll|Before June 9|neutral
6725,LeftTroll|Before June 9|neutral
6726,LeftTroll|Before June 9|neutral
6727,LeftTroll|Before June 9|neutral
6728,LeftTroll|Before June 9|neutral
6729,LeftTroll|Before June 9|positive
6730,LeftTroll|Before June 9|neutral
6731,LeftTroll|On or After June 9|positive
6732,LeftTroll|On or After June 9|neutral
6733,LeftTroll|On or After June 9|positive
6734,LeftTroll|On or After June 9|neutral
6735,LeftTroll|On or After June 9|neutral
6736,LeftTroll|On or After June 9|neutral
6737,LeftTroll|On or After June 9|neutral
6738,LeftTroll|On or After June 9|neutral
6739,LeftTroll|On or After June 9|positive
6740,LeftTroll|On or After June 9|neutral
6741,LeftTroll|On or After June 9|neutral
6742,LeftTroll|On or After June 9|neutral
6743,LeftTroll|On or After June 9|neutral
6744,LeftTroll|On or After June 9|positive
6745,LeftTroll|On or After June 9|negative
6746,LeftTroll|On or After June 9|negative
6747,LeftTroll|On or After June 9|positive
6748,LeftTroll|On or After June 9|neutral
6749,LeftTroll|On or After June 9|neutral
6750,LeftTroll|On or After June 9|negative
6751,LeftTroll|On or After June 9|neutral
6752,LeftTroll|On or After June 9|neutral
6753,LeftTroll|On or After June 9|neutral
6754,LeftTroll|On or After June 9|neutral
6755,LeftTroll|On or After June 9|positive
6756,LeftTroll|On or After June 9|positive
6757,LeftTroll|On or After June 9|negative
6758,LeftTroll|On or After June 9|neutral
6759,LeftTroll|On or After June 9|negative
6760,LeftTroll|On or After June 9|negative
6761,LeftTroll|On or After June 9|positive
6762,LeftTroll|On or After June 9|negative
6763,LeftTroll|On or After June 9|positive
6764,LeftTroll|On or After June 9|positive
6765,LeftTroll|On or After June 9|neutral
6766,LeftTroll|On or After June 9|negative
6767,LeftTroll|On or After June 9|positive
6768,LeftTroll|On or After June 9|positive
6769,LeftTroll|On or After June 9|positive
6770,LeftTroll|On or After June 9|neutral
6771,LeftTroll|On or After June 9|neutral
6772,LeftTroll|On or After June 9|positive
6773,LeftTroll|On or After June 9|neutral
6774,LeftTroll|On or After June 9|neutral
6775,LeftTroll|On or After June 9|positive
6776,LeftTroll|On or After June 9|negative
6777,LeftTroll|On or After June 9|negative
6778,LeftTroll|On or After June 9|neutral
6779,LeftTroll|On or After June 9|neutral
6780,LeftTroll|Before June 9|positive
6781,LeftTroll|Before June 9|neutral
6782,RightTroll|Before June 9|neutral
6783,RightTroll|Before June 9|positive
6784,RightTroll|Before June 9|positive
6785,RightTroll|Before June 9|positive
6786,RightTroll|Before June 9|positive
6787,RightTroll|Before June 9|positive
6788,RightTroll|Before June 9|neutral
6789,RightTroll|Before June 9|positive
6790,RightTroll|Before June 9|neutral
6791,RightTroll|Before June 9|neutral
6792,RightTroll|Before June 9|neutral
6793,RightTroll|Before June 9|neutral
6794,RightTroll|Before June 9|neutral
6795,RightTroll|Before June 9|neutral
6796,RightTroll|Before June 9|neutral
6797,RightTroll|Before June 9|positive
6798,RightTroll|Before June 9|neutral
6799,RightTroll|Before June 9|neutral
6800,RightTroll|Before June 9|neutral
6801,RightTroll|Before June 9|positive
6802,RightTroll|Before June 9|positive
6803,RightTroll|Before June 9|positive
6804,RightTroll|Before June 9|neutral
6805,RightTroll|Before June 9|positive
6806,RightTroll|Before June 9|neutral
6807,RightTroll|Before June 9|positive
6808,RightTroll|Before June 9|neutral
6809,RightTroll|Before June 9|neutral
6810,RightTroll|Before June 9|negative
6811,LeftTroll|Before June 9|neutral
6812,LeftTroll|Before June 9|positive
6813,LeftTroll|Before June 9|positive
6814,LeftTroll|Before June 9|positive
6815,LeftTroll|Before June 9|positive
6816,LeftTroll|Before June 9|positive
6817,LeftTroll|Before June 9|positive
6818,LeftTroll|Before June 9|neutral
6819,LeftTroll|Before June 9|neutral
6820,LeftTroll|Before June 9|neutral
6821,LeftTroll|Before June 9|neutral
6822,LeftTroll|Before June 9|negative
6823,LeftTroll|Before June 9|neutral
6824,LeftTroll|Before June 9|neutral
6825,LeftTroll|Before June 9|negative
6826,LeftTroll|Before June 9|neutral
6827,LeftTroll|Before June 9|positive
6828,LeftTroll|Before June 9|positive
6829,LeftTroll|Before June 9|negative
6830,LeftTroll|Before June 9|neutral
6831,LeftTroll|Before June 9|positive
6832,LeftTroll|Before June 9|positive
6833,LeftTroll|Before June 9|neutral
6834,LeftTroll|Before June 9|neutral
6835,LeftTroll|Before June 9|neutral
6836,LeftTroll|Before June 9|neutral
6837,LeftTroll|Before June 9|neutral
6838,LeftTroll|Before June 9|negative
6839,LeftTroll|Before June 9|positive
6840,LeftTroll|Before June 9|positive
6841,LeftTroll|Before June 9|positive
6842,LeftTroll|Before June 9|neutral
6843,LeftTroll|Before June 9|positive
6844,LeftTroll|Before June 9|positive
6845,LeftTroll|Before June 9|neutral
6846,LeftTroll|Before June 9|positive
6847,LeftTroll|Before June 9|neutral
6848,LeftTroll|Before June 9|neutral
6849,LeftTroll|Before June 9|neutral
6850,LeftTroll|Before June 9|neutral
6851,LeftTroll|Before June 9|positive
6852,LeftTroll|Before June 9|neutral
6853,LeftTroll|Before June 9|positive
6854,LeftTroll|Before June 9|neutral
6855,LeftTroll|Before June 9|neutral
6856,LeftTroll|Before June 9|neutral
6857,LeftTroll|Before June 9|neutral
6858,LeftTroll|Before June 9|positive
6859,LeftTroll|Before June 9|negative
6860,LeftTroll|Before June 9|positive
6861,LeftTroll|Before June 9|positive
6862,LeftTroll|Before June 9|positive
6863,LeftTroll|Before June 9|positive
6864,LeftTroll|Before June 9|negative
6865,LeftTroll|Before June 9|neutral
6866,LeftTroll|Before June 9|neutral
6867,LeftTroll|Before June 9|neutral
6868,LeftTroll|Before June 9|negative
6869,LeftTroll|Before June 9|neutral
6870,LeftTroll|Before June 9|positive
6871,LeftTroll|Before June 9|neutral
6872,LeftTroll|Before June 9|positive
6873,LeftTroll|Before June 9|negative
6874,LeftTroll|Before June 9|negative
6875,LeftTroll|Before June 9|neutral
6876,LeftTroll|Before June 9|negative
6877,LeftTroll|Before June 9|negative
6878,LeftTroll|Before June 9|neutral
6879,LeftTroll|Before June 9|negative
6880,LeftTroll|Before June 9|neutral
6881,LeftTroll|Before June 9|positive
6882,LeftTroll|Before June 9|neutral
6883,LeftTroll|Before June 9|positive
6884,LeftTroll|Before June 9|positive
6885,LeftTroll|Before June 9|neutral
6886,LeftTroll|Before June 9|neutral
6887,LeftTroll|Before June 9|positive
6888,LeftTroll|Before June 9|neutral
6889,LeftTroll|Before June 9|positive
6890,LeftTroll|Before June 9|positive
6891,LeftTroll|Before June 9|negative
6892,LeftTroll|Before June 9|positive
6893,LeftTroll|Before June 9|negative
6894,LeftTroll|Before June 9|negative
6895,LeftTroll|Before June 9|neutral
6896,LeftTroll|Before June 9|positive
6897,LeftTroll|Before June 9|neutral
6898,LeftTroll|Before June 9|negative
6899,LeftTroll|Before June 9|neutral
6900,LeftTroll|Before June 9|neutral
6901,LeftTroll|Before June 9|neutral
6902,LeftTroll|Before June 9|positive
6903,LeftTroll|Before June 9|neutral
6904,LeftTroll|Before June 9|neutral
6905,LeftTroll|Before June 9|positive
6906,LeftTroll|Before June 9|neutral
6907,LeftTroll|Before June 9|negative
6908,LeftTroll|Before June 9|negative
6909,LeftTroll|Before June 9|negative
6910,LeftTroll|Before June 9|neutral
6911,LeftTroll|Before June 9|neutral
6912,LeftTroll|Before June 9|neutral
6913,LeftTroll|Before June 9|neutral
6914,LeftTroll|Before June 9|positive
6915,LeftTroll|Before June 9|neutral
6916,LeftTroll|Before June 9|positive
6917,LeftTroll|Before June 9|neutral
6918,LeftTroll|Before June 9|negative
6919,LeftTroll|Before June 9|neutral
6920,LeftTroll|Before June 9|neutral
6921,LeftTroll|Before June 9|neutral
6922,LeftTroll|Before June 9|negative
6923,LeftTroll|Before June 9|positive
6924,LeftTroll|Before June 9|negative
6925,LeftTroll|Before June 9|neutral
6926,LeftTroll|Before June 9|neutral
6927,LeftTroll|Before June 9|neutral
6928,LeftTroll|Before June 9|neutral
6929,LeftTroll|Before June 9|positive
6930,LeftTroll|Before June 9|neutral
6931,LeftTroll|Before June 9|positive
6932,LeftTroll|Before June 9|positive
6933,LeftTroll|Before June 9|negative
6934,LeftTroll|Before June 9|neutral
6935,LeftTroll|Before June 9|neutral
6936,LeftTroll|Before June 9|neutral
6937,LeftTroll|Before June 9|negative
6938,LeftTroll|Before June 9|neutral
6939,LeftTroll|Before June 9|neutral
6940,LeftTroll|Before June 9|negative
6941,LeftTroll|Before June 9|negative
6942,LeftTroll|Before June 9|neutral
6943,LeftTroll|Before June 9|neutral
6944,LeftTroll|Before June 9|positive
6945,LeftTroll|Before June 9|negative
6946,LeftTroll|Before June 9|neutral
6947,LeftTroll|Before June 9|positive
6948,LeftTroll|Before June 9|neutral
6949,LeftTroll|Before June 9|neutral
6950,LeftTroll|Before June 9|positive
6951,LeftTroll|Before June 9|negative
6952,LeftTroll|Before June 9|neutral
6953,LeftTroll|Before June 9|negative
6954,LeftTroll|Before June 9|neutral
6955,LeftTroll|Before June 9|neutral
6956,LeftTroll|Before June 9|negative
6957,LeftTroll|Before June 9|positive
6958,LeftTroll|Before June 9|neutral
6959,LeftTroll|Before June 9|positive
6960,LeftTroll|Before June 9|neutral
6961,LeftTroll|Before June 9|neutral
6962,LeftTroll|Before June 9|neutral
6963,LeftTroll|Before June 9|neutral
6964,LeftTroll|Before June 9|neutral
6965,LeftTroll|Before June 9|negative
6966,LeftTroll|Before June 9|positive
6967,LeftTroll|Before June 9|negative
6968,LeftTroll|Before June 9|neutral
6969,LeftTroll|Before June 9|positive
6970,LeftTroll|Before June 9|positive
6971,LeftTroll|Before June 9|negative
6972,LeftTroll|Before June 9|neutral
6973,LeftTroll|Before June 9|neutral
6974,LeftTroll|Before June 9|positive
6975,LeftTroll|Before June 9|neutral
6976,LeftTroll|Before June 9|negative
6977,LeftTroll|Before June 9|positive
6978,LeftTroll|Before June 9|neutral
6979,LeftTroll|Before June 9|positive
6980,LeftTroll|Before June 9|positive
6981,LeftTroll|Before June 9|positive
6982,LeftTroll|Before June 9|neutral
6983,LeftTroll|Before June 9|positive
6984,LeftTroll|Before June 9|positive
6985,LeftTroll|Before June 9|positive
6986,LeftTroll|Before June 9|positive
6987,LeftTroll|Before June 9|negative
6988,LeftTroll|Before June 9|negative
6989,LeftTroll|Before June 9|negative
6990,LeftTroll|Before June 9|neutral
6991,LeftTroll|Before June 9|positive
6992,LeftTroll|Before June 9|positive
6993,LeftTroll|Before June 9|neutral
6994,LeftTroll|Before June 9|negative
6995,LeftTroll|Before June 9|neutral
6996,LeftTroll|Before June 9|positive
6997,LeftTroll|Before June 9|neutral
6998,LeftTroll|Before June 9|positive
6999,LeftTroll|Before June 9|positive
7000,LeftTroll|Before June 9|negative
7001,LeftTroll|Before June 9|neutral
7002,LeftTroll|Before June 9|negative
7003,LeftTroll|Before June 9|neutral
7004,LeftTroll|Before June 9|neutral
7005,LeftTroll|Before June 9|neutral
7006,LeftTroll|Before June 9|neutral
7007,LeftTroll|Before June 9|neutral
7008,LeftTroll|On or After June 9|neutral
7009,LeftTroll|On or After June 9|negative
7010,LeftTroll|On or After June 9|neutral
7011,LeftTroll|On or After June 9|positive
7012,LeftTroll|On or After June 9|neutral
7013,LeftTroll|On or After June 9|neutral
7014,LeftTroll|On or After June 9|positive
7015,LeftTroll|On or After June 9|positive
7016,LeftTroll|On or After June 9|negative
7017,LeftTroll|On or After June 9|neutral
7018,LeftTroll|On or After June 9|neutral
7019,LeftTroll|On or After June 9|positive
7020,LeftTroll|On or After June 9|neutral
7021,LeftTroll|On or After June 9|neutral
7022,LeftTroll|On or After June 9|neutral
7023,LeftTroll|On or After June 9|neutral
7024,LeftTroll|On or After June 9|neutral
7025,LeftTroll|On or After June 9|positive
7026,LeftTroll|On or After June 9|neutral
7027,LeftTroll|On or After June 9|neutral
7028,LeftTroll|On or After June 9|neutral
7029,LeftTroll|On or After June 9|positive
7030,LeftTroll|On or After June 9|negative
7031,LeftTroll|On or After June 9|neutral
7032,LeftTroll|On or After June 9|positive
7033,LeftTroll|On or After June 9|positive
7034,LeftTroll|On or After June 9|neutral
7035,LeftTroll|On or After June 9|neutral
7036,LeftTroll|On or After June 9|negative
7037,LeftTroll|On or After June 9|negative
7038,LeftTroll|On or After June 9|neutral
7039,LeftTroll|On or After June 9|negative
7040,LeftTroll|On or After June 9|neutral
7041,LeftTroll|On or After June 9|neutral
7042,LeftTroll|On or After June 9|positive
7043,LeftTroll|On or After June 9|neutral
7044,LeftTroll|On or After June 9|neutral
7045,LeftTroll|On or After June 9|neutral
7046,LeftTroll|On or After June 9|neutral
7047,LeftTroll|On or After June 9|positive
7048,LeftTroll|On or After June 9|positive
7049,LeftTroll|On or After June 9|positive
7050,LeftTroll|On or After June 9|positive
7051,LeftTroll|On or After June 9|positive
7052,LeftTroll|On or After June 9|neutral
7053,LeftTroll|On or After June 9|positive
7054,LeftTroll|On or After June 9|neutral
7055,LeftTroll|On or After June 9|positive
7056,LeftTroll|On or After June 9|positive
7057,LeftTroll|On or After June 9|neutral
7058,LeftTroll|On or After June 9|neutral
7059,LeftTroll|On or After June 9|neutral
7060,LeftTroll|On or After June 9|neutral
7061,LeftTroll|On or After June 9|neutral
7062,LeftTroll|On or After June 9|neutral
7063,LeftTroll|On or After June 9|neutral
7064,LeftTroll|On or After June 9|negative
7065,LeftTroll|On or After June 9|neutral
7066,LeftTroll|On or After June 9|negative
7067,LeftTroll|On or After June 9|positive
7068,LeftTroll|On or After June 9|neutral
7069,LeftTroll|On or After June 9|positive
7070,LeftTroll|On or After June 9|neutral
7071,LeftTroll|On or After June 9|neutral
7072,LeftTroll|On or After June 9|neutral
7073,LeftTroll|On or After June 9|negative
7074,LeftTroll|On or After June 9|neutral
7075,LeftTroll|On or After June 9|neutral
7076,LeftTroll|On or After June 9|neutral
7077,LeftTroll|On or After June 9|neutral
7078,LeftTroll|On or After June 9|positive
7079,LeftTroll|On or After June 9|positive
7080,LeftTroll|On or After June 9|neutral
7081,LeftTroll|On or After June 9|positive
7082,LeftTroll|On or After June 9|positive
7083,LeftTroll|On or After June 9|positive
7084,LeftTroll|On or After June 9|negative
7085,LeftTroll|On or After June 9|negative
7086,LeftTroll|On or After June 9|neutral
7087,LeftTroll|On or After June 9|negative
7088,LeftTroll|On or After June 9|negative
7089,LeftTroll|On or After June 9|positive
7090,LeftTroll|On or After June 9|neutral
7091,LeftTroll|On or After June 9|neutral
7092,LeftTroll|On or After June 9|neutral
7093,LeftTroll|On or After June 9|neutral
7094,LeftTroll|On or After June 9|positive
7095,LeftTroll|On or After June 9|negative
7096,LeftTroll|On or After June 9|positive
7097,LeftTroll|On or After June 9|positive
7098,LeftTroll|On or After June 9|neutral
7099,LeftTroll|Before June 9|neutral
7100,LeftTroll|Before June 9|positive
7101,LeftTroll|Before June 9|positive
7102,LeftTroll|Before June 9|neutral
7103,LeftTroll|Before June 9|negative
7104,LeftTroll|Before June 9|neutral
7105,LeftTroll|Before June 9|neutral
7106,LeftTroll|Before June 9|positive
7107,LeftTroll|Before June 9|positive
7108,LeftTroll|Before June 9|negative
7109,LeftTroll|Before June 9|neutral
7110,LeftTroll|Before June 9|positive
7111,LeftTroll|Before June 9|positive
7112,LeftTroll|Before June 9|neutral
7113,LeftTroll|Before June 9|positive
7114,LeftTroll|Before June 9|positive
7115,LeftTroll|Before June 9|negative
7116,LeftTroll|Before June 9|neutral
7117,LeftTroll|Before June 9|neutral
7118,LeftTroll|Before June 9|neutral
7119,LeftTroll|Before June 9|neutral
7120,LeftTroll|Before June 9|positive
7121,LeftTroll|Before June 9|neutral
7122,LeftTroll|On or After June 9|neutral
7123,LeftTroll|On or After June 9|neutral
7124,LeftTroll|On or After June 9|positive
7125,LeftTroll|On or After June 9|positive
7126,LeftTroll|On or After June 9|positive
7127,LeftTroll|On or After June 9|positive
7128,LeftTroll|On or After June 9|neutral
7129,LeftTroll|On or After June 9|positive
7130,LeftTroll|On or After June 9|positive
7131,LeftTroll|On or After June 9|neutral
7132,LeftTroll|On or After June 9|neutral
7133,LeftTroll|On or After June 9|neutral
7134,LeftTroll|On or After June 9|negative
7135,LeftTroll|On or After June 9|negative
7136,LeftTroll|On or After June 9|neutral
7137,LeftTroll|On or After June 9|positive
7138,LeftTroll|On or After June 9|negative
7139,LeftTroll|On or After June 9|neutral
7140,LeftTroll|On or After June 9|positive
7141,LeftTroll|On or After June 9|neutral
7142,LeftTroll|On or After June 9|negative
7143,LeftTroll|On or After June 9|neutral
7144,LeftTroll|On or After June 9|positive
7145,LeftTroll|On or After June 9|negative
7146,LeftTroll|On or After June 9|negative
7147,LeftTroll|On or After June 9|neutral
7148,LeftTroll|On or After June 9|negative
7149,LeftTroll|On or After June 9|negative
7150,LeftTroll|On or After June 9|positive
7151,LeftTroll|On or After June 9|neutral
7152,LeftTroll|On or After June 9|negative
7153,LeftTroll|On or After June 9|neutral
7154,LeftTroll|On or After June 9|negative
7155,LeftTroll|On or After June 9|neutral
7156,LeftTroll|On or After June 9|neutral
7157,LeftTroll|On or After June 9|neutral
7158,LeftTroll|On or After June 9|negative
7159,LeftTroll|On or After June 9|negative
7160,LeftTroll|On or After June 9|positive
7161,LeftTroll|On or After June 9|negative
7162,LeftTroll|On or After June 9|neutral
7163,LeftTroll|On or After June 9|positive
7164,LeftTroll|On or After June 9|negative
7165,LeftTroll|On or After June 9|neutral
7166,LeftTroll|On or After June 9|positive
7167,LeftTroll|On or After June 9|positive
7168,LeftTroll|On or After June 9|negative
7169,LeftTroll|On or After June 9|neutral
7170,LeftTroll|On or After June 9|neutral
7171,LeftTroll|On or After June 9|neutral
7172,LeftTroll|On or After June 9|positive
7173,LeftTroll|On or After June 9|positive
7174,LeftTroll|On or After June 9|neutral
7175,LeftTroll|On or After June 9|neutral
7176,LeftTroll|On or After June 9|neutral
7177,LeftTroll|On or After June 9|neutral
7178,LeftTroll|On or After June 9|neutral
7179,LeftTroll|Before June 9|negative
7180,LeftTroll|Before June 9|negative
7181,LeftTroll|Before June 9|neutral
7182,LeftTroll|Before June 9|neutral
7183,LeftTroll|Before June 9|neutral
7184,LeftTroll|Before June 9|neutral
7185,LeftTroll|Before June 9|neutral
7186,LeftTroll|Before June 9|positive
7187,LeftTroll|Before June 9|neutral
7188,LeftTroll|Before June 9|positive
7189,LeftTroll|Before June 9|positive
7190,LeftTroll|Before June 9|neutral
7191,LeftTroll|Before June 9|negative
7192,LeftTroll|Before June 9|neutral
7193,LeftTroll|Before June 9|neutral
7194,LeftTroll|Before June 9|positive
7195,LeftTroll|Before June 9|neutral
7196,LeftTroll|Before June 9|neutral
7197,LeftTroll|Before June 9|neutral
7198,LeftTroll|Before June 9|negative
7199,LeftTroll|Before June 9|positive
7200,LeftTroll|Before June 9|positive
7201,LeftTroll|Before June 9|neutral
7202,LeftTroll|Before June 9|neutral
7203,LeftTroll|Before June 9|neutral
7204,LeftTroll|Before June 9|neutral
7205,LeftTroll|Before June 9|neutral
7206,LeftTroll|Before June 9|neutral
7207,LeftTroll|Before June 9|neutral
7208,LeftTroll|Before June 9|neutral
7209,LeftTroll|Before June 9|neutral
7210,LeftTroll|Before June 9|neutral
7211,LeftTroll|Before June 9|neutral
7212,LeftTroll|Before June 9|negative
7213,LeftTroll|Before June 9|neutral
7214,LeftTroll|Before June 9|neutral
7215,LeftTroll|Before June 9|neutral
7216,LeftTroll|Before June 9|neutral
7217,LeftTroll|Before June 9|negative
7218,LeftTroll|Before June 9|negative
7219,LeftTroll|Before June 9|negative
7220,LeftTroll|Before June 9|positive
7221,LeftTroll|Before June 9|positive
7222,LeftTroll|Before June 9|neutral
7223,LeftTroll|Before June 9|neutral
7224,LeftTroll|Before June 9|positive
7225,LeftTroll|Before June 9|neutral
7226,LeftTroll|Before June 9|negative
7227,LeftTroll|Before June 9|neutral
7228,LeftTroll|Before June 9|positive
7229,LeftTroll|Before June 9|positive
7230,LeftTroll|Before June 9|negative
7231,LeftTroll|Before June 9|negative
7232,LeftTroll|Before June 9|positive
7233,LeftTroll|Before June 9|neutral
7234,LeftTroll|Before June 9|negative
7235,LeftTroll|Before June 9|neutral
7236,LeftTroll|Before June 9|neutral
7237,LeftTroll|Before June 9|positive
7238,LeftTroll|Before June 9|neutral
7239,LeftTroll|Before June 9|neutral
7240,LeftTroll|Before June 9|negative
7241,LeftTroll|Before June 9|neutral
7242,LeftTroll|Before June 9|positive
7243,LeftTroll|Before June 9|positive
7244,LeftTroll|Before June 9|negative
7245,LeftTroll|Before June 9|positive
7246,LeftTroll|Before June 9|positive
7247,LeftTroll|Before June 9|positive
7248,LeftTroll|Before June 9|neutral
7249,LeftTroll|Before June 9|neutral
7250,LeftTroll|Before June 9|neutral
7251,LeftTroll|Before June 9|positive
7252,LeftTroll|Before June 9|negative
7253,LeftTroll|Before June 9|neutral
7254,LeftTroll|Before June 9|neutral
7255,LeftTroll|Before June 9|negative
7256,LeftTroll|Before June 9|positive
7257,LeftTroll|Before June 9|negative
7258,LeftTroll|Before June 9|neutral
7259,LeftTroll|Before June 9|neutral
7260,LeftTroll|Before June 9|neutral
7261,LeftTroll|Before June 9|neutral
7262,LeftTroll|Before June 9|negative
7263,LeftTroll|Before June 9|neutral
7264,LeftTroll|Before June 9|neutral
7265,LeftTroll|Before June 9|neutral
7266,LeftTroll|Before June 9|positive
7267,LeftTroll|Before June 9|neutral
7268,LeftTroll|Before June 9|neutral
7269,LeftTroll|Before June 9|neutral
7270,LeftTroll|Before June 9|neutral
7271,LeftTroll|Before June 9|neutral
7272,LeftTroll|Before June 9|negative
7273,LeftTroll|Before June 9|negative
7274,LeftTroll|Before June 9|negative
7275,LeftTroll|Before June 9|negative
7276,LeftTroll|Before June 9|positive
7277,LeftTroll|Before June 9|positive
7278,LeftTroll|Before June 9|positive
7279,LeftTroll|Before June 9|neutral
7280,LeftTroll|Before June 9|neutral
7281,LeftTroll|Before June 9|negative
7282,LeftTroll|Before June 9|neutral
7283,LeftTroll|Before June 9|neutral
7284,LeftTroll|Before June 9|neutral
7285,LeftTroll|Before June 9|positive
7286,LeftTroll|Before June 9|neutral
7287,LeftTroll|Before June 9|neutral
7288,LeftTroll|Before June 9|neutral
7289,LeftTroll|Before June 9|neutral
7290,LeftTroll|Before June 9|neutral
7291,LeftTroll|Before June 9|positive
7292,LeftTroll|Before June 9|positive
7293,LeftTroll|Before June 9|negative
7294,LeftTroll|Before June 9|positive
7295,LeftTroll|On or After June 9|neutral
7296,LeftTroll|On or After June 9|neutral
7297,LeftTroll|On or After June 9|negative
7298,LeftTroll|On or After June 9|positive
7299,LeftTroll|On or After June 9|positive
7300,LeftTroll|On or After June 9|negative
7301,LeftTroll|On or After June 9|neutral
7302,LeftTroll|On or After June 9|positive
7303,LeftTroll|On or After June 9|positive
7304,LeftTroll|On or After June 9|negative
7305,LeftTroll|On or After June 9|positive
7306,LeftTroll|On or After June 9|neutral
7307,LeftTroll|On or After June 9|neutral
7308,LeftTroll|On or After June 9|neutral
7309,LeftTroll|On or After June 9|neutral
7310,LeftTroll|On or After June 9|positive
7311,LeftTroll|On or After June 9|positive
7312,LeftTroll|On or After June 9|positive
7313,LeftTroll|On or After June 9|positive
7314,LeftTroll|On or After June 9|neutral
7315,LeftTroll|On or After June 9|positive
7316,LeftTroll|On or After June 9|negative
7317,LeftTroll|On or After June 9|neutral
